,word,content
164,피부 질환,피부병은 약만 바른다고 낫지 않는다. 개의 피부는 사람보다 얇아서 상처 입기도 쉽고 털로 덮여 있어서 털갈이 시기 등도 있기 때문에 오염물이 묻기 쉽고 피부병에 걸리기도 쉽다. 피부의 구조
165,이빨과 구강 질환,소형 견종은 유전적으로 이빨이나 구강 질병에 걸리기 쉬운 경향이 있다. 평소 입속을 잘 관찰하여 조기에 치료하자. 이빨의 구조
166,녹내장,"안구 속을 채우고 있는 액체(안방수)가 배출되지 못해서 안압이 이상하게 높아지는 질환이다. 시야가 좁아지고 병이 더 진행되면 실명한다. 빛을 쪼이면 눈 속이 녹색으로 보여서 녹내장이라고 한다. [증상] 초기에는 증상이 별로 나타나지 않지만 진행되면 눈이 아파지기 때문에 눈을 비비거나 신경을 쓴다. 동공이 열린 채 있고 각막이 뿌옇게 보인다. 빛에 민감하게 반응하고 기운이나 식욕이 저하되며, 더 심해지면 눈이 튀어나오듯이 커지고 시력이 저하되면서 방치하면 완전히 실명한다. [원인] 안압이 상승하여 시신경을 압박하면서 장애가 발생한다. 유전에 의한 것이 많은데 포도막염이나 종양 등의 질병이 원인인 경우도 있다. [치료] 안압을 내리기 위한 점안약이나 내복약을 사용한다. 안압이 내려가지 않는 경우에는 수술을 한다. 치료를 해도 중증의 녹내장은 완치되지 않는 경우도 많고, 불행하게도 실명한 경우에는 안구를 적출하고 의안을 넣기도 한다."
167,마른다,"여름에 더위나 노화 등으로 마르는 일도 있지만, 갑자기 심하게 말랐을 때에는 질병이 잠복해 있는 경우가 많으므로 주의해야 한다. [증례 차트 - 마른다] 증상 유추할 수 있는 질병 대처 설사나 구토를 동반한다. • 소화기 질병 • 소화관 내 기생충 빨리 병원으로 먹는데도 마른다. • 흡수불량증후군 • 소화관 내 기생충 • 당뇨병 • 부신피질 기능저하증 물을 많이 마시고, 소변양이 증가했다. • 당뇨병 • 부신피질 기능저하증 말랐는데도 배가 불룩하다. • 부신피질 기능저하증 • 소화기 종양 기침을 하고 호흡에 이상이 있다. • 심장사상충증 • 승모판 폐쇄부전 먹지를 못하고 마른다. • 구내염 • 치주 질환 질병이 아닌데 마른다. • 스트레스 • 더위 • 고령 상태를 지켜본다. • 관찰 포인트 갑자기 마를 때에는 소화기나 심장, 신장, 내분비 등의 질병을 의심해볼 수 있다."
168,구내염,"입안의 점막에 생기는 염증을 총칭하여 구내염이라고 한다. 뺨 안쪽이나 혀 아래쪽 등에 잘 발생하고 붓거나 문드러진다. 잇몸에 염증을 일으키는 잇몸염증도 구내염의 일종이다. [증상] 밥을 먹기 힘들어 하고 구취가 난다. 심해지면 식욕이 없어지거나 침을 흘리거나 피가 나기도 한다. 입안이 빨갛게 붓거나 문드러지는 증상을 보인다. [원인] 개는 이물질을 씹는 버릇이 있는데 이빨 사이에 나뭇조각이나 뼛조각 등의 이물이 끼어서 발생한다. 그 밖에 약품이나 화상, 바이러스나 세균 등의 감염, 비타민 부족 등 다양한 원인을 유추할 수 있다. [치료와 간호] 소독제로 씻어주거나 소취제를 발라준다. 비타민제를 투여하기도 한다. 식사는 가능한 부드러운 것을 주고 물은 미지근한 것을 먹게 한다."
169,안검내반·외반,"안검내반은 눈꺼풀과 속눈썹이 안쪽으로 감겨 있는 상태이다. 반대로 아랫눈꺼풀이 뒤집혀 있는 것처럼 바깥쪽으로 말려 있는 것이 안검외반이다. [증상] 내반은 속눈썹이 눈의 표면을 찌르기 때문에 항상 아프고 눈물이 많이 나게 된다. 외반은 결막염이나 유루증의 원인이 되는 경우가 많고 눈곱이 많이 나온다. 개는 눈에 문제가 있는 듯 자꾸 신경 쓰는 행동을 하게 된다. [원인] 선천적인 이상으로 일어나는 경우가 많은 질환인데, 눈 주변의 상처나 질병의 통증 때문에 눈꺼풀이 경련해서 일어나는 경우나 노령으로 안륜근이 약해져서 일어나는 경우 등도 있다. [치료와 간병] 결막염 등의 질환을 병발하는 경우가 많기 때문에 일단 그 질환부터 치료한다. 그 후 속눈썹을 뽑거나 연고를 발라서 대응한다. 내반, 외반 모두 중증인 경우에는 수술로 치료하는 것이 일반적이다."
170,코로나바이러스 감염증,"알코올이나 비누로도 죽는 약한 바이러스지만 전염성이 매우 강하며 특히 새끼가 감염되면 설사나 구토 등이 심한 증상을 보인다. 설사는 길게 가면 3주씩 계속되기도 하고 탈수증상을 일으키기 쉽다. [증상] 성견의 경우 무증상일 수도 있지만 저항력이 약한 자견 등이 걸리면 위장병이 되어 갑자기 구토나 심한 설사를 한다. 설사가 장기간 계속되고 탈수증상을 일으켜 사망에 이르기도 한다. [원인] 병견의 구토물이나 변, 오염된 식기 등에서 개의 입을 통해 감염된다. 전염력이 강하기 때문에 집단 사육하는 견사에서는 단시간에 많은 개가 감염된다. [치료와 간호] 대부분의 경우는 자연적으로 치유되지만, 심한 경우에는 설사나 구토, 탈수증상 등을 완화시키는 치료와 함께 2차 감염을 방지하기 위해서 항생물질을 투여한다. 가정에서는 안정과 보온에 힘쓰고 소화가 잘 되는 저지방 식단을 급여한다. 예방에는 백신접종이 가장 효과적이다."
171,각막염,"홍채와 동공을 보호하고 빛을 통과시키는 눈 앞쪽의 투명한 막으로, 카메라로 말하면 렌즈에 해당하는 각막에 염증이 일어나는 질환이다. 심한 통증이 생기고, 악화되면 각막이 하얗게 흐려지며, 더 깊은 곳에서 궤양이 일어나기도 한다. [증상] 통증 때문에 눈을 슴벅거리거나 눈이 부신 듯이 행동한다. 눈꺼풀이 경련을 일으키거나 눈물이 흘러넘치기도 한다. 눈이 충혈되고 염증이 번지면 각막은 하얗게 흐리게 보이게 되고, 더 악화되면 각막 표면이 올라와 그 부분에 혈관이 생긴다. [원인] 대부분 바이러스나 세균에 감염되거나 눈을 부딪치는 등의 부상 때문에 염증이 발생한다. 눈물의 양이 적은 건조증 등이 원인이 되기도 한다. [치료] 원인에 대응하는 점안약, 연고 등을 사용하고 진통제도 투여한다. 조기치료가 중요하므로 개가 눈을 불편해하는 것 같다면 당장 수의사에게 상담한다."
172,내분비성 피부병,"사람이나 동물의 몸속에서는 다양한 호르몬이 분비되어 몸의 기능을 컨트롤한다. 이 호르몬의 양이 너무 많거나 적으면 몸 전반에 이상이 생겨 피부병을 일으키기도 한다. [증상] 호르몬이 분비되는 위치에 따라 증상이 다양한데 피부에 좌우대칭으로 발생하는 탈모 증상이 특징이다. 부신피질 호르몬이나 성장 호르몬의 이상으로는 동체를 중심으로 넓게 탈모되고, 성호르몬에서는 생식기나 항문 부근의 탈모가 발견된다. 가장 많은 갑상선 호르몬의 이상으로는 동체의 탈모가 많은데, 대형견은 다리털이 빠지는 경우도 있다. 어느 것이든 다른 장기에까지 영향을 미치기 때문에 다양한 증상이 나타난다. [원인] 호르몬 분비량의 과잉이나 부족에 의해서 발생한다. 호르몬이 털의 근원에 있는 모포에 영향을 미치기 때문에 탈모가 일어난다. [치료] 혈액 속의 호르몬 양을 계측할 수 있으므로 그 결과에 따라 호르몬을 보급하거나 너무 많은 경우에는 제어하는 치료를 하며, 대체로 장기간에 걸쳐..."
173,췌염,"췌장의 기능 중 하나는 소화효소를 만드는 것인데, 염증 등의 원인으로 췌액의 작용이 활발해져 췌장 자신까지 소화해버리는 것이 급성 췌염이다. 급성 췌염이 오래 가거나 반복적으로 일어나면 만성 췌염이 된다. 견종 중에는 미니어처 닥스훈트, 요크셔테리어, 미니어처 슈나우저 등에게서 많이 보이는 질병이다. [증상] 식욕부진으로 구토와 설사를 반복한다. 설사는 출혈성인 경우도 있다. 중증인 경우에는 격통 때문에 쇼크 증상을 일으켜 사망에 이르기도 한다. 또 만성 췌염에서는 증상이 크게 나타나기 전에 질병이 진행된다. [원인] 고지방에 치우친 식사를 원인 중 하나로 보고 있다. 또 비만인 개도 쉽게 발병하는 경향이 있다. 그 외에 약물이나 감염, 외상, 바이러스나 기생충 등 많은 원인이 있다. [치료와 예방] 단기간 절식을 시켜 췌장의 기능을 억제한다. 소화효소를 저해하는 약이나 진통제를 투여한다. 회복한 후에는 지방분이 많은 식사는 반드시 피해야 한다. 또 비만이 되지 않도록 주"
174,반려견의 행동 - 가르쳐주세요! 선생님!!,"Q. 개가 짖는 소리에 의미가 있나요? A. 저도 개발에 참여한 개 번역기 '바우링걸'이 이그노벨상을 수상해서 화제가 되었는데, 음향을 조사하면 개의 울음소리는 그때그때의 감정마다 파형이 달라집니다. 예를 들어 먹이를 받아서 기뻐할 때에는 일정한 파형이 돼요. 개는 울음소리로도 주인에게 다양하게 호소하는 만큼 잘 관찰해서 대응해야겠죠. Q. 개도 웃을까요? A. 행동학적으로 다양한 해석이 있는데, 실제로 웃는다는 감정이 있는지 여부는 확실하게 알 수 없지만 간혹 웃는 듯한 개의 표정은 인간을 흉내 내는 것이라는 설이 있습니다. 또 비굴하게 상대에게 복종할 때도 입 끝을 뒤로 당겨 이를 조금 드러내고 마치 웃는 듯한 표정이 되는 경우가 있죠. Q. 개의 표정에 대해 알려주세요! A. 얼굴 중에서도 눈의 움직임 등은 사람과 닮은 점이 있는데 예를 들어 뭔가를 원할 때에는 상대를 지그시 바라보고, 불안함을 느끼면 눈을 슬쩍 피합니다. 하지만 사람은 귀가 움직이지 않으니 알기 힘"
175,안구 탈출,"사고나 싸움 등이 원인이 되어 안구가 눈꺼풀 밖으로 튀어나온 상태이다. 눈의 표면이 건조하거나 화농화되어 조직이 괴사하기도 한다. [증상] 튀어나온 안구에 염증이 생기고 붓는다. 또 탈출 때문에 팽팽하게 당겨져 있기 때문에 눈꺼풀이나 결막이 부어오르기도 한다. 그대로 방치하면 괴사되므로 반드시 치료해야 한다. [원인] 머리나 몸에 강한 충격을 받으면 눈이 튀어나오게 된다. 특히 시추나 퍼그, 불독 등의 단두종은 작은 충격에도 탈출이 일어나는 일이 흔하다. [치료] 증상이 가벼우면 안구를 소독세정하고 냉각시켜 붓기를 가라앉히고 원래대로 되돌린다. 심한 경우에는 눈꺼풀의 일부를 절개하여 집어넣어야 하며 중도의 손상이 있을 때에는 안구를 적출해야 하는 경우도 있다."
176,추간판 헤르니아,"등뼈의 뼈 사이에 있는 추간판은 뼈끼리 부딪치지 않도록 쿠션 역할을 한다. 그 추간판이 튀어나와 신경을 압박하고, 다양한 장애를 일으키는 상태이다. 심해지면 하반신이 마비되는 경우도 있다. 닥스훈트 같은 동체가 긴 견종에게 발생하기 쉽고 견종 불문하고 노화에 의해서도 발생하는 질환이다. [증상] 특히 등줄기를 따라 심한 통증이 있어서 걷는 모습이나 자세가 이상하고, 등을 만지면 아파하며, 안으려고 하면 싫어하기도 한다. 악화되면 하반신이 마비되어 앞다리로만 걷게 되고, 통각도 마비되기 때문에 꼬집어도 반응하지 않는다. 이러한 증상이 나타난 경우에는 중증이어서 적절한 처치를 하지 않으면 평생 걷지 못하게 될 수 있다. [원인] 닥스훈트나 코기처럼 동체가 긴 견종은 등의 부담이 크기 때문에 발생하기 쉬우며, 그 외에 비글, 시추, 페키니즈 등에게서도 흔히 볼 수 있다. 너무 마르거나 비만이거나 노화, 과격한 운동 등이 원인이 되기도 한다. [치료와 예방] 안정을 취하고 평소"
177,저자소개,"[감수자 - 코구레 노리오] 수의학 박사 코구레동물병원 원장 일본 수의사회 이사, 일본 소동물 수의사회 이사, 동물보호심의회 전문위원 등의 공직을 역임. 현재는 사람과 동물의 관계학회, 일불수의학회, 수의동물행동연구회, 페트법학회, (사)동경도가족동물 애호협회, 청도견 보급협회 등 다수의 이사, 감사를 담당하고 있다. NHKBS2 〈펫상담〉 등 미디어에서도 활약 중이며 《애견의 질병 막는다! 발견한다! 치료한다!》 《고양이의 번식과 육아백과》 《우리와 대화를! 바이링걸》 《최신·개 수의사》 등의 저서와 감수서가 있다. [옮김 - 강현정] 한국외국어대학교 졸업. 일본 JCLI 수료 후 삼성물산을 거쳐 출판사에서 책을 만지다가 현재는 번역을 하고 있다. 《내 강아지 오래 살게 하는 50가지 방법》 《내 고양이 오래 살게 하는50가지 방법》 《양손 없는 고양이 치비타의 기적》 《한평 텃밭》 《물리의 완성 1·2·3 역학편·파동편》 《인기 강아지 도감 174》 《인기고양이 도감"
178,사구체신염,"사상체는 신장 내에 얇은 혈관이 모여 털뭉치처럼 된 기관으로 혈액을 여과하는 기능이 있다. 사구체신염은 급성 신부전이나 만성 신부전의 원인 중 하나가 된다. 가벼울 때에는 특별한 증상이 없기 때문에 알아차리지 못하는 경우도 적지 않다. 일반건강진단의 소변검사나 혈액의 생화학적 검사로 발견되는 경우도 있다. [증상] 급성인 경우는 급성 신부전의 증상이, 만성인 경우에는 만성 신부전의 증상이 나타난다. 단 다른 질병에 걸렸을 때 일어나는 경우도 많은데, 이 경우에는 원인이 되는 질병에 따라 증상이 다양하다. [원인] 바이러스 감염이나 기생충, 용혈성 빈혈, 종양, 췌장염 등 다양한 원인에 의해 몸의 면역기구에 이상이 일어나 발병하는 것으로 보인다. 또 유전적으로 걸리기 쉬운 견종도 있는 것으로 보인다. [치료] 원인이 되는 질병이 판명되면, 그 질병을 치료한다. 그와 동시에 신부전을 치료한다."
179,심장과 혈액 관련 질병,심장의 좌심실에서 펌프작용으로 밀려나온 혈액은 동맥에서 모세혈관을 거쳐 정맥으로 이동하여 우심방으로 돌아온다. 심장에 이상이 생기면 온몸의 증상도 나빠진다.
180,치근첨주위농양,"이빨 뿌리 쪽에 심한 염증을 일으키고 고름이 고인 상태이다. 밖에서는 보이지 않기 때문에 증상이 진행되기 전까지는 주인이 좀처럼 알아차리기 어려운 질병이다. [증상] 딱딱한 것을 깨물지 못하거나 심해지면 고름이 고여 얼굴이 부어오르기도 한다. 상부의 어금니가 흔들리게 되고 빠지기도 한다. 치근부의 화농이 번지기 때문에 코에서 피가 나거나 고름이 나기도 한다. [원인] 치주 질환이 심해져서 일어나거나, 이빨이 부러지거나 빠져서 치수가 노출되면 치근 주위가 세균에 감염되면서 일어난다. [치료와 예방] 이빨의 괴사한 부분을 도려내고 약을 채우거나 발치를 한다. 예방으로는 치주 질환이 되지 않도록 이빨 손질을 해야 하고, 딱딱한 것을 장난삼아 씹는 버릇이 있을 때에는 갖고 노는 장난감에 신경 써서 교정시키도록 한다."
181,뇌의 외상,"교통사고나 높은 곳에서의 추락, 싸움 등 외부에서의 충격에 의해 뇌에 손상이 생기는 상황이 발생할 수 있다. 그로 인해 몸에 다양한 신경증상이 발생한다. [증상] 손상된 부위에 따라 증상이 다양하다. 고개를 기울인다, 걷거나 서지를 못한다, 의식이 혼탁하다, 혼수상태가 된다, 경련을 일으킨다, 앞이 보이지 않는다 등의 증상이 발생한다. 뇌압이 이상하게 높아지기도 한다. [원인] 심한 충격에 의한 뇌출혈이나 붓기, 혈행장애, 두개골 골절 등이 원인이 된다. [치료와 간호] 쇼크 상태가 되는 일이 많기 때문에 먼저 수액 등으로 구명처치를 한다. 뇌의 장애를 최대한 적게 하기 위해서 스테로이드제를 투여하고 각종 검사 결과에 따른 치료를 한다. 두부에 손상을 입었을 때에는 안정을 최우선으로 생각하여 의사에게 왕진을 부탁하거나 병원에 데려갈 때에는 두부에 큰 진동을 주지 않도록 조심스럽게 옮긴다."
182,전립선염,"전립선 비대와 마찬가지로 전립선이 커지는 질환으로, 전립선이 세균에 감염되어 염증을 일으킨 상태이다. 중성화 수술을 하지 않은 성견, 노견에게서 많이 보인다. [증상] 급성인 경우와 만성인 경우가 있다. 급성에서는 소변이 잘 나오지 않게 되고, 식욕부진 등의 증상이 나타나고 소변 색이 탁하거나 혈뇨를 보는 일이 있다. 염증이 심하면 통증이 심해지는 경우가 있고, 통증 때문에 걷는 모습이 이상해지거나 등을 둥글게 웅크리는 자세를 취하게 된다. 만성의 경우에는 증상이 가볍고 비대하지도 않지만 세균에 감염되어 있기 때문에 방광염의 원인이 되기도 한다. [원인] 요도로 침입한 대장균이나 포도구균 등의 세균이 전립선에 침입하여 감염되어 일어난다. [치료와 예방] 항생물질이나 항생제를 투여한다. 재발률이 높은 질환이므로 재발을 방지하기 위해 중성화 수술을 하는 경우도 있다."
183,뇌와 신경 질환,뇌는 몸의 사령탑이며 신경은 몸의 구석구석까지 골고루 미치면서 뇌와 함께 모든 기관을 컨트롤한다. 작은 장애가 몸에 큰 영향을 미치는 경우가 적지 않다.
184,'가을'에는 체중관리에 신경 쓴다,[더위를 탔다면 무리하게 하지 않는다] 더운 여름에 체력이 소진되어 쇠약해지는 바람에 질병에 걸리기도 한다. 특히 체력이 없는 개나 고령견에게 많은 만큼 스트레스가 쌓이지 않도록 배려해준다. [체중관리와 체력회복] 서늘해지면 서서히 식욕이 회복된다. 하지만 처음에는 소화능력이 완전히 회복되지 않기 때문에 다량으로 주면 구토나 설사를 일으킬 수도 있다. 한동안 소화가 잘되고 영양밸런스가 좋은 것을 급여하고 상태를 지켜본다. 개가 원하는 대로 식사를 주다 보면 비만이 되기 쉬우므로 주의가 필요하다. 식욕이 회복되는 것을 본 후 여름에 소모되었던 체력도 회복시킨다. 조금씩 운동량을 늘려 겨울에 대비한다. 늦가을이 되면 추위가 심해지고 바이러스성 호흡기 감염증 등이 많아진다. 일찌감치 방한대책을 시작한다. 털갈이 시기이므로 봄과 마찬가지로 빗질과 피모손질에 신경 쓴다. 가을의 건강 관리·체크 포인트 □ 식욕증진에 의한 비만에 주의 □ 충분한 운동으로 여름에...
185,췌외분비부전,췌장에서 소화효소가 충분히 분비되지 않기 때문에 식욕이 왕성한데도 소화불량을 일으키고 영양을 흡수하지 못해 체중이 감소하는 질병이다. [증상] 항상 허겁지겁 많이 먹는데도 불구하고 체중이 늘지 않고 마른다. 악취가 나는 지방성 변을 다량으로 보는 것도 특징이다. 설사도 자주 일으킨다. [원인] 췌염 등의 원인으로 소화효소 분비가 부족하기 때문에 췌장에서 효소를 받아들이는 소장은 영양을 흡수하지 못하게 된다. 최근에는 바이러스 등을 공격하는 면역이 자신의 조직을 공격하게 되는 자기면역질환으로 보고 있다. [치료와 예방] 소화효소를 투여해서 보급하고 비타민 보충제 등으로 영양의 밸런스를 맞춰준다. 항생물질이나 스테로이드제를 처방하는 경우도 있다. 식사는 저지방으로 소화하기 쉬운 것을 조금씩 급여하도록 한다. 개가 과식을 하지 않도록 신경 쓴다.
186,비뇨기 질환,"비뇨기에는 혈액을 여과시켜 노폐물이나 수분을 배출하거나 미네랄 등의 미량 성분을 조절하는 신장, 운반하는 요관, 모아두는 방광, 요도 등의 기관이 있다. 비뇨기의 구조"
187,정소 종양,"정소 종양은 정소(고환)에 생기는 종양으로 정소가 부풀어 오르기도 한다. 양성인 경우가 많은 종양이지만 드물게 다른 부위로 전이하기도 한다. 고령견에게 많이 발병하며, 정유정소인 개의 경우 좀 더 걸리기 쉽다. [증상] 정소가 음낭 안에 있는 경우에는 정소가 부어오르기 때문에 알아차릴 수 있다. 정소가 정상 위치에 없는 정유정소인 개는 복부에 멍울이 생기거나 부어오르기도 한다. 종양이 여성호르몬을 분비시키기 때문에 암컷처럼 유선이 붓거나 배의 털이 빠지는 경우도 있다. [원인] 다른 종양과 마찬가지로 원인은 잘 알려져 있지 않다. 양성이 대부분이다. [치료] 수술로 정소를 적출한다. 정소 종양은 중성화 수술로 예방할 수 있다. 정유정소는 일찌감치 적출하는 것이 좋다."
188,류머티스성 관절염,주로 사지의 말단(발가락) 관절의 연골이 파열되고 주변의 뼈나 인대까지 서서히 파괴되는 질병이다. 원인은 불명이고 심해지면 관절이 붓고 변형된다. [증상] 사지의 말단에 잘 발병하고 관절이 굳어서 다리를 끌게 된다. 끌고 다니는 다리가 매일 다르기 때문에 어디가 아픈지 모를 때도 있다. 발열이나 식욕부진 등의 증상도 나타난다. 증상이 심해지면 관절이나 주변의 붓기가 눈에 띄게 심해지고 변형이 일어나며 만지는 것을 싫어하게 된다. 방치하면 주변 조직까지 파괴된다. [원인] 면역반응이상으로 짐작되지만 확실한 원인은 알려지지 않았다. [치료와 간호] 통증을 완화시키기 위해서 진통제나 항류머티스 약 등을 투여한다. 몸을 따뜻하게 해주는 입욕이나 초음파를 사용한 온열요법을 실시하기도 한다. 과다한 체중을 감량하고 적당한 운동으로 근육을 유지시키도록 한다.
189,전립선 농포,전립선의 조직 사이에 액체가 쌓여 전립선이 상당한 크기가 되어 근처에 있는 장기를 압박하는 상태이다. 그 때문에 다양한 증상이 나타난다. [증상] 장이나 방광을 압박하고 배변이나 배뇨가 곤란해지거나 하복부에 통증이 생기기도 한다. 고인 액체에는 피나 고름이 섞이는 경우도 많아서 혈뇨나 농뇨가 나오게 된다. 배가 커 보이기도 한다. [원인] 전립선 비대나 전립선염에 의해 전립선의 분비액이 배설되지 못하게 되기 때문에 조직 안에 공포가 생겨 분비액에 쌓이게 되어 발생한다. [치료] 중성화 수술을 한다. 전립선의 적출수술이나 농포를 잘라내기도 한다.
190,비글 [Beagle] - 탐험을 좋아하고 붙임성도 좋다. 우호적인 하운드견,"[특징] 야생토끼사냥을 하던 수렵견이 조상. 체구는 작지만 몸이 상당히 단단하고 기민하게 움직인다. 커다랗게 늘어진 귀, 팽팽한 꼬리털, 처진 입모양이 특징. [성격] 주인 이외의 다른 사람에게도 우호적이다. 흥미가 있는 것을 쫓아 단독행동을 하기도 하므로 주의가 필요. 불만이나 스트레스가 있으면 낮은 목소리로 짖기도 한다. [케어 방법] 커뮤니케이션을 많이 하지 않으면 스트레스를 받는다. 훈련을 철저하게 시켜 단독행동을 예방한다. 매일 충분한 운동이 필요하다. 식욕이 왕성하므로 식사량에 신경 쓴다. [걸리기 쉬운 질병] • 추간판 헤르니아 • 고관절 형성부전 • 녹내장 등"
191,농피증,"감염에 의한 피부병 중에서 가장 많이 발생하는 질환이다. 평소라면 몸에 달라붙어도 문제가 없는 세균이, 개의 저항력이나 면역력이 떨어져 있는 경우 증식해서 피부를 화농화한다. 감염의 깊이나 염증이 일어나는 위치는 다양하며 피부가 농화되면 심한 가려움이 발생한다. [증상] 피부가 빨갛게 되고 표면에 우둘투둘한 부스럼이 생기거나 액체나 고름이 고인 수포나 농포가 생기는 경우도 있다. 감염은 피부 표면에서 일어난 경우라고 해도 심한 가려움을 동반하며, 진피 피부층에서 일어났다면 심한 통증과 함께 열이 나기도 한다. 이 경우 심하게 긁거나 핥는 행동을 반복하여 환부가 탈모를 일으키는 경우가 많다. [원인] 감염시키는 것은 주로 포도구균이라고 하는 세균이다. 간단한 소독 정도로 낫는 경우도 많지만, 몸의 저항력이 떨어져 있거나 면역력이 저하되어 있어 케어가 되지 않으면 피부를 화농화시킨다. [치료와 간호] 증상을 보면서 항생물질이나 항균제를 투여하고 세균의 증식을..."
192,유루증,"일반적으로는 비루관을 통해 코로 흘러내려야 하는 눈물이 코로 배출되지 못하고 눈으로 끊임없이 넘쳐나는 상태이다. [증상] 눈물이 계속 흐르기 때문에 눈에서 코를 따라 털이 적갈색으로 변색된다. 눈꺼풀에 염증이 생기는 경우도 있다. [원인] 눈물이 많이 분비되거나 눈자위에 있는 누선에서 코로 이어지는 비루관으로 배출되지 못해서 발생하는 것이다. 선천적으로 누점이나 비루관에 이상이 있는 경우나 각막염이나 결막염의 영향, 안륜근의 기능저하 등 원인은 다양하다. [치료] 다른 질환이 원인이라면 그 병부터 치료한다. 염증인 경우에는 항생물질을 투여한다. 누점이나 누관을 세정하는 경우도 있다."
193,당뇨병,"혈당수치를 내리기 위해서 췌장에서 분비되는 인슐린 호르몬이 부족해서 일어나는 질병이다. 혈액 내의 당이 증가하면 다양한 부조화가 발생하는데, 내버려두면 생명을 앗아가는 질병으로 진행되기도 한다. 수컷에 비해 암컷의 발병률이 높다. [증상] 목이 말라서 물을 자주 많이 마시고 소변양이 증가하는 다음다뇨의 증상이 나타난다. 먹는 양은 증가하지만 인슐린이 부족해서 대사가 나쁘기 때문에 오히려 체중은 감소한다. 증상이 진행되면 백내장이나 당뇨병성 신증 등의 합병증이 발생한다. 방치하면 당뇨병성 케토애시도시스(ketoacidosis) 상태가 되어 탈수나 혼수상태를 일으키고 목숨을 잃기도 한다. [원인] 유전적인 요소도 있지만 비만이 원인이 되는 경우도 흔하다. 스트레스나 발정기 후기에 분비되는 호르몬 관계로 발생하는 경우도 있다. 나이를 먹은 개에게 많이 발병한다. [치료와 예방] 기본적으로 식사요법을 하고 증상이 심한 경우에는 인슐린을 투여한다. 인슐린은..."
194,비염,"코는 공기를 여과하여 습기를 주고 폐로 보낸다. 비염은 외부공기를 들이마실 때 다양한 이물질이 코로 들어가 안의 점막에 염증을 일으키는 질병이다. [증상] 콧물이나 재채기가 나오는 것은 사람과 똑같다. 증상이 심해지면 점성이 강한 콧물이 나오고 간혹 코피가 나기도 한다. 아파서 코를 발로 문지르거나 바닥에 문지른다. 염증이 번지면 콧구멍이 좁아지기 때문에 숨을 쉬기가 괴로워지고 코 위가 부풀어 오르거나 눈곱이 생기기도 한다. [원인] 대부분 바이러스나 세균, 곰팡이의 일종인 진균에 감염되어 일어난다. 겨울에는 공기가 건조해서 다른 때보다 쉽게 감염된다. 들이마신 작은 물질, 또는 이빨의 염증이 악화되어 비강으로 번지는 종양 등이 원인이 된다. 알레르기도 원인 중 하나로 보고 있다. [치료와 간호] 항생물질이나 소염제를 투여한다. 원인이 어금니의 치조농루인 경우에는 그것을 치료해야 한다. 이물질에 의한 비염인 경우에는 세정하거나 제거한다. 가정에서는 냉기에..."
195,부비강염,"비염이 장기화되어 발생하는 만성적인 질환이다. 비염은 콧속의 부비강에 염증이 번지는 것인데, 심해지면 축농증이 될 수도 있다. 비염과 달리 치료해도 잘 낫지 않는 것이 특징이다. [증상] 비염과 마찬가지로 재채기와 콧물이 나온다. 특히 탁한 고름 같은 콧물이 많아지고 호흡이 힘들기 때문에 입을 벌리고 숨을 쉬게 된다. 코 위가 부어 있거나 딱딱하게 부풀어 오르기도 한다. [원인] 비염이 만성화된 경우에 발생하는데, 종양이나 상처가 원인이 되는 경우나 상악의 잇몸이 화농화되어 부비강까지 번지는 경우도 있다. [치료와 간호] 비염과 마찬가지로 소염제나 항생물질을 투여한다. 심한 경우에는 튜브 등을 통해 부비강을 세정하는 방법도 있다. 코나 이빨 등의 염증은 일찌감치 치료하여 만성화하지 않도록 한다. 부비강염"
196,응급처치의 목적과 마음가짐,"주인이 개의 부상을 치료할 수는 없다. 치료는 어디까지나 전문가인 수의사의 몫이다. 주인의 역할은 사고나 부상을 입었을 경우 동물병원에 데려갈 때까지 개의 상태를 악화시키기 않기 위한 '우선적인' 처치를 하는 것이다. 주인이 할 수 있는 최선의 응급처치는 사고 직후 개의 상태를 파악하는 것이다. 동물병원에서 필요한 정보를 정확하게 전달할 수 있는 것만으로도 치료에 큰 도움이 된다는 것을 기억하자. 이를 위한 체크 사항은 다음과 같다. 체크사항 • 몸 전체를 만져보고 이상 유무 확인. • 심호흡이나 호흡의 거친 정도, 소리의 변화. • 심박수나 맥박수가 정상인지. • 쇼크 상태인지 아닌지. • 잇몸이나 혀, 눈 색깔에 이상이 없는지. 반려견을 위한 구급상자 만들기 위급할 때 바로 사용할 수 있도록 개 전용 구급상자를 준비해두자. 체온계의 전지가 끊어졌는지, 가위나 핀셋류에 녹이 슬었는지 정기적으로 확인한다. • 붕대(신축성 있는 것) • 거즈 • 탈지면 • 반창고(대소별 종"
197,기생충,내장이나 혈관 안에 기생충이 정착해서 발생한다. 기생충에게 영양을 빼앗긴 개는 영양상태가 나빠지고 기운이 없어지고 설사나 구토를 일으키게 된다.
